person_id,label,name_key,highest_rank,n_mentions,years_present,n_waves,name_variants
P00614,Abaza Abdel Hamid,abaza abdel hamid,bey,1,1942,1,Abaza Abdel Hamid
P00615,Abdel Fattah El Lozi,abdel fatah lozi,bey,9,1942;1947;1950,3,Abdel Fattah El Lozi
P00616,Abdel Malek Hamza Bey Avocat,abdel malek hamza bei avokat,,2,1942,1,Abdel Malek Hamza Bey Avocat
P00617,Abdel Razzak Aboul Kheir,abdel razak abul kheir,pasha,11,1942;1950,2,Abdel Razzak Aboul Kheir
P00618,Aboui-Fath,abui fath,,1,1942,1,Aboui-Fath
P00619,Acher Abramino S,asher abramino,,2,1942,1,Acher Abramino S
P00620,Adda Achille,ada ashil,,2,1942;1947,2,Adda Achille
P00621,Adès Emile N,ades emil,,9,1942;1947;1950,3,Adès Emile D | Adès Emile N
P00622,Afifi Atta,afifi ata,bey,15,1942;1947,2,Afifi Atta
P00623,Dr. Afifi Hafez,dr afifi hafez,pasha,13,1942;1947;1950,3,Dr. Afifi Hafez
P00624,T•tan~jorda1nie,tangordani,,1,1942,1,T•tan~jorda1nie
P00625,Alexander A,alexander,,1,1942,1,Alexander A
P00626,Andraus Elias,andraus elias,pasha,9,1942;1947;1950,3,Andraus Elias
P00627,Antebi Me. Moise,antebi m mois,,1,1942,1,Antebi Me. Moise
P00628,Arslan Abdallah Bey Sénatf•·tu,arslan abdalah bei senatftu,,2,1942,1,Arslan Abdallah Bey Sénatf•·tu
P00629,Baehler René,baehler ren,,3,1942;1947;1950,3,Baehler René
P00630,Bahari Tewfik,bari teufik,,9,1942;1947;1950,3,Bahari Tewfik
P00631,Bahnass Soultan Mahmoud,bahnas sultan mahmud,bey,1,1942,1,Bahnass Soultan Mahmoud
P00632,Simon Arzt Stores,simon arzt stores,,3,1942,1,Simon Arzt Stores
P00633,Bak Richard,bak rishard,,3,1942;1947;1950,3,Bak Richard
P00634,Barki Edouard,barki eduard,,2,1942;1950,2,Barki Edouard
P00635,Bata Henri,bata henri,,3,1942;1947;1950,3,Bata Henri | Batà Henri
P00636,Battino,batino,,1,1942,1,Battino
P00637,Belilos Maurice Youssef,belilos mauris iusef,,4,1942;1947;1950,3,Belilos Maurice Youssef
P00638,Bella Alfred,bela alfred,,6,1942;1947,2,Bella Alfred
P00639,Benderli Henri,benderli henri,,3,1942;1947;1950,3,Benderli Henri
P00640,Benoist Baron Louis de,benoist baron luis,,7,1942;1950,2,Benoist Baron Louis de
P00641,Usines Textiles «Al-Kahiran,usines textiles al kairan,,1,1942,1,Usines Textiles «Al-Kahiran
P00642,Besso Sabino,beso sabino,,10,1942;1947;1950,3,Besso Sabino
P00643,Blakey George A,blakei georg,,1,1942,1,Blakey George A
P00644,Boels Jean,boels gean,,1,1942,1,Boels Jean
P00645,Bonafous Alfred,bonafus alfred,,3,1942,1,Bonafous Alfred
P00646,Bonenfant Cav. Luigi,bonenfant kav luigi,,1,1942,1,Bonenfant Cav. Luigi
P00647,Bouchra Hanna Charles,bushra hana sharles,bey,7,1942;1947;1950,3,Bouchra Hanna Charles
P00648,Nazli,nazli,,1,1942,1,Nazli
P00649,Bowring H,buring,,1,1942,1,Bowring H
P00650,Brunner Frederic,bruner frederik,,2,1942;1947,2,Brunner Frederic | Brunner Frédéric
P00651,Buccianti Ruggero E. lng,buksianti rugero lng,,1,1942,1,Buccianti Ruggero E. lng
P00652,El Bassa!,basa,,5,1942,1,El Bassa!
P00653,Campos Amerigo,kampos amerigo,,2,1942;1947,2,Campos Amerigo
P00654,Carter Robert,karter robert,,1,1942,1,Carter Robert
P00655,Cassar Paul,kasar paul,,3,1942;1947;1950,3,Cassar Paul
P00656,Castro Salvatore,kastro salvator,,1,1942,1,Castro Salvatore
P00657,Casulli,kasuli,,1,1942,1,Casulli
P00658,Celier A,selier,,2,1942;1950,2,Celier A | Célier A
P00659,Polaire de Suède,polai sued,,3,1942;1947,2,Polai1'e de Suède | Polaire de Suède
P00660,Champier Jean,shampier gean,,3,1942;1950,2,Champier Jean
P00661,Chate Charles Geoffrey,shat sharles geofrei,,1,1942,1,Chate Charles Geoffrey
P00662,Choremi Jean A,shoremi gean,,3,1942;1947;1950,3,Choremi Jean A
P00663,Chosal Baron J. Buffin de,shosal baron bufin,,2,1942;1947,2,Chosal Baron J. Buffin de
P00664,Choukri,shukri,bey,6,1942;1950,2,Choukri | Wissa Choukry G.
P00665,Cicurel Salvator,sikurel salvator,bey,1,1942,1,Cicurel Salvator
P00666,Cockinos Miltiade,kokinos miltiad,,3,1942;1947;1950,3,Cockinos Miltiade
P00667,Cogels,kogels,,2,1942;1950,2,Cogels
P00668,Cohen Sir Robert Waley,koen sir robert ualei,,3,1942;1947;1950,3,Cohen Si_r Robert Waley | Cohen Sir Robert Waley
P00669,Collier Henry Deward,kolier henri deuard,,1,1942,1,Collier Henry Deward
P00670,Constantinescu Michel,konstantinesku mishel,,1,1942,1,Constantinescu Michel
P00671,Cook C.E,kok,,1,1942,1,Cook C.E
P00672,Cornish J. E,kornish,,2,1942;1947,2,Cornish | Cornish J. E
P00673,Couldrey Oscar,kuldrei oskar,,1,1942,1,Couldrey Oscar
P00674,Cozzika Th. P,kozika th,,11,1942;1947;1950,3,Cozzika Th. P | Cozzika Théodore Th
P00675,Crawford John A,krauford gohn,,2,1942;1947,2,Crawford John A
P00676,Dabbah Maurice,dabah mauris,,6,1942;1947;1950,3,Dabbah Maurice
P00677,Delany Gerald,delani gerald,,3,1942;1947,2,Defany Gerald | Delany Gerald
P00678,Delia Vincent,delia vinsent,,16,1942;1947,2,Delia Vincent
P00679,Ders Antonin,ders antonin,,1,1942,1,Ders Antonin
P00680,Dervieu P,dervieu,,1,1942,1,Dervieu P
P00681,Dvac:ono Hector V,diakono hektor,,6,1942;1947;1950,3,Diacono Hector V | Dvac:ono Hector V
P00682,Dïmopoulo D,dimopulo,,14,1942;1947;1950,3,Dimopoulo C | Dimopoulo D | Dïmopoulo D
P00683,Doligez Marcel Auguste Joseph,doligez marsel august gosef,,3,1942;1950,2,Doligez Marcel Auguste Joseph
P00684,Dorra Haim,dora haim,,6,1942;1947;1950,3,Dorra Haim
P00685,Dorra Jacques,dora gakues,,2,1942;1947,2,Dorra Jacques
P00686,Doss Tewfik,dos teufik,pasha,15,1942;1947,2,Doss Emile Tewfik | Doss Tewfik
P00687,Totah Ibrahim Eid,eid,,5,1942;1947;1950,3,Eid | Totah Ibrahim Eid | Totah Youssef Eid
P00688,El Chichini Hassan 1Kamel .,shishini pasha hasan kamel,pasha,6,1942;1947,2,El Chichini Hassan 1Kamel . | El Chichini Pacha Hassan Kamel
P00689,Empain M. le Baron Jean,empain l baron gean,,5,1942,1,Empain M. le Baron Jean
P00690,Enan Saleh,enan saleh,pasha,8,1942;1947;1950,3,Enan Saleh
P00691,Epaulard P,epaulard,,4,1942;1947;1950,3,Epaulard P
P00692,Eugenidi E,eugenidi,,1,1942,1,Eugenidi E
P00693,Exbrayat J,exbraiat,,1,1942,1,Exbrayat J
P00694,Ezri Raymond,ezri raimond,,4,1942;1947;1950,3,Ezri Raymond
P00695,Fahmi Gallini,fahmi galini,pasha,8,1942;1947;1950,3,Fahmi Gallini | Fahmy Gallini
P00696,Fanner William Rogers,faner uiliam rogers,,5,1942;1947;1950,3,Fanner William Rogers
P00697,Farghaly Mohamed Ahmed,farghali moamed ahmed,pasha,11,1942;1947,2,Farghaly Mohamed Ahmed | Farghaly Mohamted Ahmed
P00698,Garboua Maurice,garbua mauris,,6,1942;1947;1950,3,Garboua Maurice
P00699,Gasche Robert,gash robert,,6,1942;1947;1950,3,Gasche Robert
P00700,Ghazi Moustapha Kamel,ghazi mustafa kamel,,1,1942,1,Ghazi Moustapha Kamel
P00701,Gorra Oswald,gora osuald,,1,1942,1,Gorra Oswald
P00702,Haerens R,haerens,,1,1942,1,Haerens R
P00703,Halter Hans,halter hans,,5,1942;1947;1950,3,Halter Hans
P00704,Harari Ralph A,harari ralf,,11,1942;1947,2,Harari Ralph A
P00705,Sir Harilri Victor,sir harilri viktor,pasha,2,1942,1,Sir Harilri Victor
P00706,Hargreaves Clive R,hargreaves kliv,,5,1942;1947;1950,3,Hargreaves Clive R
P00707,8ir Hassan Hafez,ir hasan hafez,pasha,2,1942,1,8ir Hassan Hafez
P00708,Hilty A,hilti,,1,1942,1,Hilty A
P00709,Hochart Maurice,hoshart mauris,,1,1942,1,Hochart Maurice
P00710,Hoerni Robert,hoerni robert,,3,1942;1947;1950,3,Hoerni Robert
P00711,Hollingsworth W.T.P,holingsuorth,,1,1942,1,Hollingsworth W.T.P
P00712,Hopkinson Frank,hopkinson frank,,3,1942;1947,2,Hopkinson Frank
P00713,Horthy,horthi,,1,1942,1,Horthy
P00714,Hussein Mahmoud Enan,husein mahmud enan,bey,1,1942,1,Hussein Mahmoud Enan
P00715,Innes W,ines,,1,1942,1,Innes W
P00716,Islam Aly,islam ali,,13,1942;1947;1950,3,Islam Aly
P00717,Jacot-Descombes J. G,gakot deskombes,,14,1942;1947;1950,3,Jacot-Descombes J. G
P00718,Jardine Robert,gardin robert,,2,1942;1950,2,Jardine Robert
P00719,Johnson J. H,gohnson,,1,1942,1,Johnson J. H
P00720,Jones,gones,,1,1942,1,Jones
P00721,Kame.l Ibrahim,kam ibraim,bey,7,1942;1947;1950,3,'Kamel Ibrahim | Kame.l Ibrahim | Kamel Ibrahim
P00722,St. John's College Oxford,st gohn koleg oxford,,2,1942,1,St. John's College Oxford
P00723,Kfoury Joseph,kfuri gosef,,12,1942;1950,2,Kfouri Joseph | Kfoury Joseph
P00724,Kfouri Michel,kfuri mishel,,2,1942;1950,2,Kfouri Michel | Kfoury Michel
P00725,Kfoury Philippe,kfuri filip,,4,1942;1947;1950,3,Kfouri Philippe | Kfoury Henry Philippe | Kfoury Philippe
P00726,Khachaba Sayed Mohamed,khashaba saied moamed,pasha,14,1942;1947,2,Khachaba Sayed Mohamed
P00727,Khalil Aly El Gazzar,khalil gazar,bey,3,1942;1950,2,Khalil Aly El Gazzar | Khalil El Gazzar
P00728,Kher Georges J,kher georges,,3,1942;1950,2,Kher Georges J | Kher Georges M
P00729,Lambiotte E,lambiot,,4,1942;1947,2,Lambiotte E
P00730,Landerer R,landerer,,2,1942;1947,2,Landerer R
P00731,Lefrère Lucien,lefrer lusien,,9,1942;1947;1950,3,Lefrère Lucien
P00732,Leport Henry,leport henri,,1,1942,1,Leport Henry
P00733,Levi Rolf,levi rolf,,2,1942;1950,2,Levi Rolf
P00734,Messrs. Davies,mesrs davies,,1,1942,1,Messrs. Davies
P00735,Lombard Albert,lombard albert,,2,1942;1947,2,Lombard Albert
P00736,Lombardo Cesare,lombardo sesar,,5,1942;1947;1950,3,Lombardo Cesare
P00737,Mac Culloch Norman G,mak kulosh norman,,3,1942;1947;1950,3,Mac Culloch Norman G
P00738,Mackenzie W,makenzi,,5,1942;1947;1950,3,Mackenzie | Mackenzie W
P00739,Maggiar G,magiar,,2,1942;1947,2,Maggiar G
P00740,Mahmoud Eff. Fahmy,mahmud ef fahmi,,1,1942,1,Mahmoud Eff. Fahmy
P00741,Maksud Emile,maksud emil,,2,1942;1950,2,Maksud Emile
P00742,Marcarian A. D,markarian,,1,1942,1,Marcarian A. D
P00743,GEP,gep,,1,1942,1,GEP
P00744,MBSsiqua B,mbsikua,,1,1942,1,MBSsiqua B
P00745,Metwalli,metuali,,1,1942,1,Metwalli
P00746,Moharrem Osman,moarem osman,pasha,2,1942;1947,2,Moharram Osman | Moharrem Osman
P00747,Monchicourt André G,monshikurt andr,,4,1942;1947;1950,3,Monchicourt André G | Monchicourt André P
P00748,Moriatti Georges,moriati georges,,1,1942,1,Moriatti Georges
P00749,Morpurgo Gustave,morpurgo gustav,,6,1942;1947;1950,3,Morpurgo Gustave
P00750,Mosseri Albert Vita,moseri albert vita,,4,1942;1947;1950,3,Mosseri Albert Vita
P00751,Mosseri Guido J,moseri guido,,10,1942;1950,2,Mosseri Guido | Mosseri Guido J
P00752,Mosseri Henri Victor,moseri henri viktor,,22,1942;1947;1950,3,Mosseri Henri Victor | Mosseri Henry S. Victor | Mosseri Henry Victor
P00753,Mosseri E. Humbert J,moseri humbert,,3,1942;1947;1950,3,Mosseri E. Humbert J
P00754,Mouratiadï C.M,muratiadi,,6,1942,1,Mouratiadï C.M
P00755,Muller E,muler,,4,1942;1947;1950,3,Muller E
P00756,Mullet,mulet,,4,1942,1,Mullet
P00757,Murat E,murat,,1,1942,1,Murat E
P00758,Mussa Albert,musa albert,,3,1942;1950,2,Mussa Albert
P00759,Mustaki Armand,mustaki armand,,10,1942;1947;1950,3,Mustaki Armand
P00760,Nacamuli Albert,nakamuli albert,,5,1942;1947,2,Nacamuli Albert
P00761,Nacamuli Isaac,nakamuli isak,,4,1942,1,Nacamuli Isaac
P00762,Nachaat Hassan,nashat hasan,pasha,7,1942;1950,2,Nachaat Hassan
P00763,Franco-Egyptienne de Soieries,franko egiptien soieries,,1,1942,1,Franco-Egyptienne de Soieries
P00764,Neuville Paul,neuvil paul,,3,1942;1947;1950,3,Neuville Paul
P00765,Nyegaard A,niegard,,1,1942,1,Nyegaard A
P00766,Papastratos E,papastratos,,1,1942,1,Papastratos E
P00767,Paskelier Joseph,paskelier gosef,,1,1942,1,Paskelier Joseph
P00768,Passardi Renato,pasardi renato,,1,1942,1,Passardi Renato
P00769,Pathy Georges,pathi polnauer georges,,5,1942;1950,2,Pathy Georges | Pathy Polnauer Georges
P00770,Pathy Polnauer Lé\dislas,pathi polnauer ledislas,,7,1942,1,Pathy Polnauer Lé\dislas
P00771,Philp E. L,filp,,2,1942;1947,2,Philp E. L | Philp E.L
P00772,Pierrakos Nicolas,pierakos nikolas,,8,1942;1947;1950,3,Pierrakos Nicolas
P00773,Pinto 1runo B. Comm,pinto runo kom,,1,1942,1,Pinto 1runo B. Comm
P00774,Pinto Prof. Dott. Cav·. Uff. Carlo,pinto prof dot kav uf karlo,,2,1942;1947,2,Pinto Prof. Dott. Cav. Uff. Carlo | Pinto Prof. Dott. Cav·. Uff. Carlo
P00775,Pinto Uberto,pinto uberto,,2,1942;1947,2,Pinto Uberto
P00776,Pollet Masurel André,polet masurel andr,,2,1942;1947,2,Pollet Masure! André | Pollet Masurel André
P00777,Pollet Robert,polet robert,,4,1942;1947;1950,3,Pollet Robert
P00778,Pollet Thiriez,polet thiriez,,2,1942,1,Pollet Thiriez
P00779,Rachid Mohamed Abbas,rashid moamed abas,,1,1942,1,Rachid Mohamed Abbas
P00780,Raemy,raemi,,2,1942,1,Raemy
P00781,Nestor GianacJis,nestor gianakgis,,1,1942,1,Nestor GianacJis
P00782,Remauge Adrien,remaug adrien,,2,1942;1947,2,Remauge Adrien | Remaugé Adrien
P00783,Richard Edouard,rishard eduard,,3,1942;1947;1950,3,Richard Edouard
P00784,Riley E. C,rilei,,3,1942;1947;1950,3,Riley E. C
P00785,Roberts Stanley P,roberts stanlei,,3,1942;1947;1950,3,Roberts Stanley P
P00786,Roche De la Rigodière,rosh la rigodier,,1,1942,1,Roche De la Rigodière
P00787,Rofé Charries,rof sharies,,1,1942,1,Rofé Charries
P00788,Rolin Daniel Baron,rolin daniel baron,,6,1942;1947,2,Rolin Daniel Baron
P00789,Rolin Léon Baron,rolin leon baron,,4,1942;1947,2,Rolin Léon Baron
P00790,Rolo Jacques R,rolo gakues,,4,1942;1947;1950,3,Rolo Jacques R
P00791,Sachs David,sashs david,,1,1942,1,Sachs David
P00792,Sadek Wahba,sadek uahba,pasha,8,1942,1,Sadek Wahba
P00793,Said Hassan,said hasan,pasha,6,1942;1947,2,Said Hassan
P00794,Schmidheiny Max,shmidheini max,,3,1942;1947;1950,3,Schmidheiny Max | Sehmidheiny Max
P00795,Scott Frank Douglas,skot frank duglas,,2,1942;1950,2,Scott Frank Douglas
P00796,Seoud Aly·,seud ali,,2,1942,1,Seoud Aly·
P00797,Serageldine Anis,serageldin anis,,7,1942;1947,2,Serageldine Anis
P00798,Sheridan J. P,sheridan,,1,1942,1,Sheridan J. P
P00799,Sheriff Robert,sherif robert,,3,1942;1947;1950,3,Sheriff Robert
P00800,Simaika Wassef,simaika uasef,pasha,9,1942;1947;1950,3,Simaika Wassef
P00801,Sims Marshall George,sims marshal georg,,4,1942;1947,2,Sims Marshall George
P00802,Sinadino Aug,sinadino aug,,4,1942,1,Sinadino Aug
P00803,Singleton Alex,singleton alex,,1,1942,1,Singleton Alex
P00804,Smyrniadis Polyvios,smirniadis polivios,,1,1942,1,Smyrniadis Polyvios
P00805,Sir C. W. Spinks,sir spinks,pasha,2,1942,1,Sir C. W. Spinks
P00806,Stiassny Ewald,stiasni euald,,2,1942;1950,2,Stiassny Ewald
P00807,Strange Abner Frank,strang abner frank,,1,1942,1,Strange Abner Frank
P00808,Ancien Ministre Ancien Sénateur,senateur,,30,1942;1947;1950,3,Ancien Ministre Ancien Sénateur | El Lewa Hassan Pacha Abdel Wahab Sénateur | Sadek Wahba Pacha Sénateur | Sénateur | Tarraf Aly Pacha Sénateur
P00809,Tilche Joseph,tilsh gosef,,15,1942;1947;1950,3,Tilche Joseph
P00810,Toriel,toriel,,1,1942,1,Toriel
P00811,Toriel Victor,toriel viktor,,18,1942;1947;1950,3,Toriel Victor
P00812,Toutounji,tutungi,,2,1942,1,Toutounji
P00813,Tsekis Charles,tsekis sharles,,8,1942;1947;1950,3,Tsekis Charles
P00814,Urban H,urban,,2,1942;1950,2,Urban H
P00815,Van Damme L,dam,,9,1942;1947;1950,3,Van Damme L
P00816,Van Den Bosch Paul,den bosh paul,,4,1942;1947;1950,3,Van Den Bosch Paul
P00817,Varvarian Garabed,varvarian garabed,,1,1942,1,Varvarian Garabed
P00818,Vincenot Marcel,vinsenot marsel,,12,1942;1947;1950,3,Vincenot Marcel
P00819,Vivante Alfred,vivant alfred,,2,1942;1950,2,Vivante Alfred
P00820,Vivante Sabino Mtre,vivant sabino mtr,,4,1942;1947;1950,3,Vivante Sabino Mtre
P00821,Vogt Stener H,vogt stener,,3,1942,1,Vogt Stener H
P00822,Vogue Marquis de,vogu markuis,,2,1942;1947,2,Vogue Marquis de | Vogüé Marquis de
P00823,Vollgraff J. C,volgraf,,1,1942,1,Vollgraff J. C
P00824,Wahba E. H,uahba,,3,1942;1947;1950,3,Wahba E. H
P00825,Walter Umberto,ualter umberto,,1,1942,1,Walter Umberto
P00826,Wedemeyer Ruppert Gôlding,uedemeier rupert golding,,3,1942;1947,2,Wedemeyer Ruppert Golding | Wedemeyer Ruppert Gôlding
P00827,Weissenberg Harold,ueisenberg harold,,3,1942;1947;1950,3,Weissenberg Harold
P00828,Werner W. H,uerner,,1,1942,1,Werner W. H
P00829,Wibaut P,uibaut,,4,1942;1947;1950,3,Wibaut P
P00830,Wild E. K,uild,,1,1942,1,Wild E. K
P00831,Wissa Fahm1y /Wissa,uisa,,3,1942;1947,2,Wissa | Wissa Fahm1y /Wissa
P00832,Wistenetzki Oscar,uistenetzki oskar,,2,1942;1950,2,Wistenetzki Oscar
P00833,Wyler E,uiler,,4,1942;1947,2,Wyler E
P00834,E'conomique,konomiku,,14,1942,1,E'conomique
P00835,Znbal Wa!:iie,znbal uai,,1,1942,1,Znbal Wa!:iie
P00836,Znccar Joseph E,znkar gosef,,8,1942;1950,2,Zaccar Joseph E | Znccar Joseph E
P00837,Zayed,zaied,,5,1942,1,Zayed
P00838,Franco-Egyptienne,franko egiptien,,2,1942,1,Franco-Egyptienne
P00839,Zude Emmanuel,zud emanuel,,1,1942,1,Zude Emmanuel
P00840,Zulfikar Ahmed,zulfikar ahmed,pasha,1,1942,1,Zulfikar Ahmed
P00841,Zulfikar,zulfikar,,1,1942,1,Zulfikar
P00842,Abaza Abdallah Fikrï,abaza abdalah fikri,bey,2,1947;1950,2,Abaza Abdallah Fikri | Abaza Abdallah Fikrï
P00843,Abbas Sid Ahmed,abas sid ahmed,pasha,2,1947;1950,2,Abbas Sid Ahmed
P00844,Abbas el Ghafei,abas ghafei,,1,1947,1,Abbas el Ghafei
P00845,Abdallah Kabbani,abdalah kabani,,4,1947;1950,2,Abdallah Kabbani
P00846,Abdel Aziz Radwan,abdel aziz raduan,pasha,4,1947;1950,2,Abdel Aziz Radwan
P00847,Abdel Fattah Ragab,abdel fatah ragab,,2,1947;1950,2,Abdel Fattah Ragab
P00848,Abdel Galil Abdel Dayem,abdel galil abdel daiem,,2,1947;1950,2,Abdel Galil Abdel Dayem
P00849,Abdel Haï 1Khalil Bey Député,abdel hai khalil bei deput,,4,1947,1,Abdel Haï 1Khalil Bey Député
P00850,Abdel Hamid Bey Abdel Hakk Ancien Ministre,abdel hamid bei abdel hak ansien ministr,,1,1947,1,Abdel Hamid Bey Abdel Hakk Ancien Ministre
P00851,Abdel Hamid El Bannan,abdel hamid banan,bey,12,1947;1950,2,Abdel Hamid El Bannan
P00852,Exportations Représentations,exportations representations,,1,1947,1,Exportations Représentations
P00853,Egyptienne S.A,egiptien,,1,1947,1,Egyptienne S.A
P00854,Abdel Hamid Hamdi,abdel hamid hamdi,bey,2,1947,1,Abdel Hamid Hamdi
P00855,Abdel Kerim Raout,abdel kerim raut,bey,1,1947,1,Abdel Kerim Raout
P00856,Abdel Latif Moussa,abdel latif musa,bey,11,1947;1950,2,Abdel Latif Moussa | Dicby Moussa | Hassan Moussa | Mohamed Sameh Moussa | Mourad Moussa | Mussa | Rafih Abdel Aziz Moussa | Refih Abdel Aziz Moussa | Sameh Moussa
P00857,Abdel Maksoud Ahmed,abdel maksud ahmed,pasha,12,1947;1950,2,Abdel Maksoud Ahmed | Abdel Maksud Ahmed
P00858,Abdel Malek Hamza Bey G.C. Roumanie,abdel malek hamza bei rumani,,7,1947,1,Abdel Malek Hamza Bey G.C. Roumanie
P00859,Abdel Meguid Magued,abdel meguid magued,bey,4,1947;1950,2,Abdel Meguid Magued
P00860,Abdel Meguid Radouan,abdel meguid raduan,bey,2,1947;1950,2,Abdel Meguid Radouan
P00861,Abdel Moneim Mohamed Achour Dr,abdel moneim moamed ashur dr,,1,1947,1,Abdel Moneim Mohamed Achour Dr
P00862,Abdel Rahman Aly,abdel rahman ali,pasha,3,1947;1950,2,Abdel Rahman Aly
P00863,Abdel Rahman el Bialy,abdel rahman biali,bey,6,1947;1950,2,Abdel Rahman el Bialy
P00864,Abdel Razzak Aly Hamed,abdel razak ali hamed,,2,1947;1950,2,Abdel Razzak Aly Hamed
P00865,Abdel Rehim Helmi,abdel reim helmi,,3,1947;1950,2,Abdel Rehim Helmi
P00866,Abdel Wahab Abd Rabbo,abdel uab abd rabo,,2,1947;1950,2,Abdel Wahab Abd Rabbo
P00867,Abdel Wahab Talaat,abdel uab talat,pasha,4,1947;1950,2,Abdel Wahab Talaat
P00868,About Ela Hanafi Dr,abut ela hanafi dr,,1,1947,1,About Ela Hanafi Dr
P00869,Aboul Ela Aly Mohayessin El Hag,abul ela ali moaiesin hag,,5,1947;1950,2,Aboul Ela Aly Mohayessin El Hag
P00870,About Fath Mahmoud,abut fath mahmud,,4,1947,1,About Fath Mahmoud
P00871,About 1Wafa Dunkol El Hag,abut uafa dunkol hag,,2,1947;1950,2,Aboul Wafa Dunkol El Hag | About 1Wafa Dunkol El Hag
P00872,Abram Joseph,abram gosef,,2,1947;1950,2,Abram Joseph
P00873,Achour Ahmed Ahmed Dr,ashur ahmed ahmed dr,,2,1947;1950,2,Achour Ahmed Ahmed Dr
P00874,Acland Rt. Hon. Sir Francis Dyke,akland rt hon sir fransis dik,,1,1947,1,Acland Rt. Hon. Sir Francis Dyke
P00875,The Egyptian Neon Lights Co,th egiptian neon lights ko,,1,1947,1,The Egyptian Neon Lights Co
P00876,Adda Victor A,ada viktor,,11,1947;1950,2,Adda Victor A
P00877,A.dès Clément N,ades klement,,3,1947;1950,2,A.dès Clément N | Adès Clément N
P00878,Adèe Raphael,ad rafael,,3,1947,1,Adèe Raphael
P00879,Aghazarm J. Me,aghazarm m,,2,1947;1950,2,Aghazarm J. Me
P00880,Agnew Andrew,agneu andreu,,2,1947;1950,2,Agnew Andrew
P00881,Ahmed Fahmy Hanafi,ahmed fahmi hanafi,bey,2,1947;1950,2,Ahmed Fahmy Hanafi
P00882,Ahmed Racheed Abdallah,ahmed rashed abdalah,bey,1,1947,1,Ahmed Racheed Abdallah
P00883,Ahmed Youssef el Tawil,ahmed iusef tauil,,2,1947;1950,2,Ahmed Youssef el Tawil
P00884,Alexane Alphonse,alexan alfons,bey,2,1947;1950,2,Alexane Alphonse
P00885,Alexane Emile,alexan emil,,4,1947;1950,2,Alexane Emile
P00886,Alexane Farid,alexan farid,,2,1947;1950,2,Alexane Farid
P00887,Almagià Vittorio,almagia vitorio,,2,1947;1950,2,Almagià Vittorio
P00888,Aly Ayoub,ali aiub,bey,3,1947;1950,2,Aly Ayoub
P00889,Ambache S,ambash,,4,1947;1950,2,Ambache S
P00890,S.S. le Nabil Amr Ibrahim,l nabil amr ibraim,,2,1947;1950,2,S.S. le Nabil Amr Ibrahim
P00891,Appel Emmanuel M,agilpel emanuel,,6,1947;1950,2,AJillpel Emmanuel M | Appel Emmanuel M
P00892,Arr~ailhe Raymond,arailh raimond,,2,1947,1,Arr~ailhe Raymond
P00893,Argy Edouard,argi eduard,,1,1947,1,Argy Edouard
P00894,Assaf Victor,asat viktor,,3,1947;1950,2,Assaf Victor | Assat Victor
P00895,Assem,asem,,1,1947,1,Assem
P00896,Athénogènes Efthymios,athenogenes efthimios,,2,1947;1950,2,Athénogènes Efthymios
P00897,Atta El Ayoubi,ata aiubi,bey,2,1947;1950,2,Atta El Ayoubi
P00898,Auterbe Henry,auterb henri,,3,1947;1950,2,Auterbe Henry | A·uterbe Henry
P00899,Avierino Achille,avierino ashil,,3,1947,1,Avierino Achille
P00900,Avierino Homère,avierino homer,,3,1947;1950,2,Avierino Homère
P00901,Awre Gilbert Christopher,aur gilbert shristofer,,2,1947;1950,2,Awre Gilbert Christopher
P00902,Etablissements Bolanachi-Distillerie,etablisements bolanashi distileri,,2,1947,1,Etablissements Bolanachi-Distillerie
P00903,Aziz Hassan,aziz hasan,bey,4,1947;1950,2,Aziz Hassan
P00904,Azzam Chams el Dine Azzam,auam shams din azam,,3,1947;1950,2,A:u:am Chams el Dine Azzam | Azzam Chams el Dine Azzam
P00905,Import,import,,1,1947,1,Import
P00906,Badaoui Abdel Hamid,badaui abdel hamid,pasha,4,1947,1,Badaoui Abdel Hamid
P00907,Badr-EI-Dïn Ibrahim,badr ei din ibraim,bey,7,1947,1,Badr-EI-Dïn Ibrahim
P00908,Bahgat el Derini,bahgat derini,,6,1947;1950,2,Bahgat el Derini
P00909,Bailey A. W,bailei,,3,1947,1,Bailey A. W
P00910,Bajada J. B,bagada,,1,1947,1,Bajada J. B
P00911,Bali D,bali,,5,1947;1950,2,Bali D
P00912,Barcïlon Jack,barsilon gak,,1,1947,1,Barcïlon Jack
P00913,Barda Jacques J,barda gakues,,10,1947;1950,2,Barda Jacques J | Bardak Jacques
P00914,Pressing Co,presing ko,,3,1947;1950,2,Pressing Co
P00915,Ba1·da Rémy J,barda remi,,3,1947;1950,2,Ba1·da Rémy J | Barda Rémy J
P00916,Barker H. A,barker,,7,1947;1950,2,Barker H. A
P00917,Barnard Rowland L,barnard ruland,,1,1947,1,Barnard Rowland L
P00918,Barron J.B,baron,,6,1947,1,Barron J.B
P00919,Barthe-Dejean Jules,barth degean gules,,2,1947;1950,2,Barthe-Dejean Jules
P00920,Bashi Saleh Eliahou,bashi saleh eliau,,1,1947,1,Bashi Saleh Eliahou
P00921,Basri Elie,basri eli,,1,1947,1,Basri Elie
P00922,Bauerlé Gustave,bauerl gustav,,3,1947;1950,2,Bauerlé Gustave
P00923,Bavin F. G,bavin,,2,1947,1,Bavin F. G
